"TIME","Amm.kg/m^3"
2021-07-06 02:59:00,1.4e-06
2021-07-06 02:59:00,NA
2021-07-06 03:59:00,1.4e-06
2021-07-06 03:59:00,NA
2021-07-06 04:59:00,1.4e-06
2021-07-06 04:59:00,NA
2021-07-06 05:59:00,1.4e-06
2021-07-06 05:59:00,NA
2021-07-06 06:59:00,1.4e-06
2021-07-06 06:59:00,NA
2021-07-06 07:59:00,1.4e-06
2021-07-06 07:59:00,NA
2021-07-06 08:59:00,1.4e-06
2021-07-06 08:59:00,NA
2021-07-06 09:59:00,1.4e-06
2021-07-06 09:59:00,NA
2021-07-06 10:59:00,1.4e-06
2021-07-06 10:59:00,NA
2021-07-06 11:59:00,1.4e-06
2021-07-06 11:59:00,NA
2021-07-06 12:59:00,1.4e-06
2021-07-06 12:59:00,NA
2021-07-06 13:59:00,1.4e-06
2021-07-06 13:59:00,NA
2021-07-06 14:59:00,1.4e-06
2021-07-06 14:59:00,NA
2021-07-06 15:59:00,1.4e-06
2021-07-06 15:59:00,NA
2021-07-06 16:59:00,1.4e-06
2021-07-06 16:59:00,NA
2021-07-06 17:59:00,1.4e-06
2021-07-06 17:59:00,NA
2021-07-06 18:59:00,1.4e-06
2021-07-06 18:59:00,NA
2021-07-06 19:59:00,1.4e-06
2021-07-06 19:59:00,NA
2021-07-06 20:59:00,1.4e-06
2021-07-06 20:59:00,NA
2021-07-06 21:59:00,1.4e-06
2021-07-06 21:59:00,NA
2021-07-06 22:59:00,1.4e-06
2021-07-06 22:59:00,NA
2021-07-06 23:59:00,1.4e-06
2021-07-06 23:59:00,NA
2021-07-07 00:59:00,1.4e-06
2021-07-07 00:59:00,NA
2021-07-07 01:59:00,1.4e-06
2021-07-07 01:59:00,NA
2021-07-07 02:59:00,1.4e-06
2021-07-07 02:59:00,NA
2021-07-07 03:59:00,1.4e-06
2021-07-07 03:59:00,NA
2021-07-07 04:59:00,1.4e-06
2021-07-07 04:59:00,NA
2021-07-07 05:59:00,1.4e-06
2021-07-07 05:59:00,NA
2021-07-07 06:59:00,1.4e-06
2021-07-07 06:59:00,NA
