"TIME","K.kg/m^3"
2021-09-02 09:04:00,0.168528
2021-09-02 09:19:00,0.162987
2021-09-02 09:34:00,0.162558
2021-09-02 09:49:00,0.163128
2021-09-02 10:04:00,0.16264
2021-09-02 10:19:00,0.162084
2021-09-02 10:34:00,0.162176
2021-09-02 10:49:00,0.161475
2021-09-02 11:04:00,0.160779
2021-09-02 11:19:00,0.160536
2021-09-02 11:34:00,0.160406
2021-09-02 11:49:00,0.163377
2021-09-02 12:04:00,0.159868
2021-09-02 12:19:00,0.159437
2021-09-02 12:34:00,0.159997
2021-09-02 12:49:00,0.16013
2021-09-02 13:04:00,0.159858
2021-09-02 13:19:00,0.159746
2021-09-02 13:34:00,0.159551
2021-09-02 13:49:00,0.159453
2021-09-02 14:04:00,0.157649
2021-09-02 14:19:00,0.157554
2021-09-02 14:34:00,0.158696
2021-09-02 14:49:00,0.158881
2021-09-02 15:04:00,0.159403
2021-09-02 15:19:00,0.159148
2021-09-02 15:34:00,0.158979
2021-09-02 15:49:00,0.158952
2021-09-02 16:04:00,0.159926
2021-09-02 16:19:00,0.160663
2021-09-02 16:34:00,0.160652
2021-09-02 16:49:00,0.160875
2021-09-02 17:04:00,0.161189
2021-09-02 17:19:00,0.160065
2021-09-02 17:34:00,0.161627
2021-09-02 17:49:00,0.160104
2021-09-02 18:04:00,0.160427
2021-09-02 18:19:00,0.162169
2021-09-02 18:34:00,0.162073
2021-09-02 18:49:00,0.16095
2021-09-02 19:04:00,0.163387
2021-09-02 19:19:00,0.163143
2021-09-02 19:34:00,0.163601
2021-09-02 19:49:00,0.16648
2021-09-02 20:04:00,0.163758
2021-09-02 20:19:00,0.163748
2021-09-02 20:34:00,0.164008
2021-09-02 20:49:00,0.164132
2021-09-02 21:04:00,0.164236
2021-09-02 21:19:00,0.164244
2021-09-02 21:34:00,0.16462
2021-09-02 21:49:00,0.164564
2021-09-02 22:04:00,0.164807
2021-09-02 22:19:00,0.164668
2021-09-02 22:34:00,0.167994
2021-09-02 22:49:00,0.168064
2021-09-02 23:04:00,0.168471
2021-09-02 23:19:00,0.167015
2021-09-02 23:34:00,0.163903
2021-09-02 23:49:00,0.165985
2021-09-03 00:04:00,0.165794
2021-09-03 00:19:00,0.165853
2021-09-03 00:34:00,0.165732
2021-09-03 00:49:00,0.16578
2021-09-03 01:04:00,0.165343
2021-09-03 01:19:00,0.166023
2021-09-03 01:34:00,0.169513
2021-09-03 01:49:00,0.169383
2021-09-03 02:04:00,0.169818
2021-09-03 02:19:00,0.169371
2021-09-03 02:34:00,0.169192
2021-09-03 02:49:00,0.170057
2021-09-03 03:04:00,0.169923
2021-09-03 03:19:00,0.168009
2021-09-03 03:34:00,0.169303
2021-09-03 03:49:00,0.168565
2021-09-03 04:04:00,0.168816
2021-09-03 04:19:00,0.168726
2021-09-03 04:34:00,0.168645
2021-09-03 04:49:00,0.168506
2021-09-03 05:04:00,0.16622
2021-09-03 05:19:00,0.169097
2021-09-03 05:34:00,0.170472
2021-09-03 05:49:00,0.170768
2021-09-03 06:04:00,0.170634
2021-09-03 06:19:00,0.169861
2021-09-03 06:34:00,0.169037
2021-09-03 06:49:00,0.170497
2021-09-03 07:04:00,0.169248
2021-09-03 07:19:00,0.169235
2021-09-03 07:34:00,0.169612
2021-09-03 07:49:00,0.170568
2021-09-03 08:04:00,0.170224
2021-09-03 08:19:00,0.169145
2021-09-03 08:34:00,0.161082
2021-09-03 08:49:00,0.166229
2021-09-03 09:04:00,0.167668
2021-09-03 09:19:00,0.168384
2021-09-03 09:34:00,0.168467
2021-09-03 09:49:00,0.168277
2021-09-03 10:04:00,0.167643
2021-09-03 10:19:00,0.167482
2021-09-03 10:50:00,0.166298
2021-09-03 11:18:00,0.163197
2021-09-03 11:33:00,0.162209
2021-09-03 11:48:00,0.160982
2021-09-03 12:03:00,0.161919
2021-09-03 12:18:00,0.161496
2021-09-03 12:33:00,0.159561
2021-09-03 12:48:00,0.159981
2021-09-03 13:03:00,0.159225
2021-09-03 13:18:00,0.158913
2021-09-03 13:33:00,0.158367
2021-09-03 13:48:00,0.15804
2021-09-03 14:03:00,0.157863
2021-09-03 14:18:00,0.157619
2021-09-03 14:33:00,0.15809
2021-09-03 14:48:00,0.158659
2021-09-03 15:03:00,0.158476
2021-09-03 15:18:00,0.158707
2021-09-03 15:33:00,0.159111
2021-09-03 15:48:00,0.158993
2021-09-03 16:03:00,0.15934
2021-09-03 16:18:00,0.159395
2021-09-03 16:33:00,0.159623
2021-09-03 16:48:00,0.15991
2021-09-03 17:03:00,0.16026
2021-09-03 17:18:00,0.15926
2021-09-03 17:33:00,0.161157
2021-09-03 17:48:00,0.161678
2021-09-03 18:03:00,0.161869
2021-09-03 18:18:00,0.162204
2021-09-03 18:33:00,0.162316
2021-09-03 18:48:00,0.162523
2021-09-03 19:03:00,0.163012
2021-09-03 19:18:00,0.162946
2021-09-03 19:33:00,0.163551
2021-09-03 19:48:00,0.163732
2021-09-03 20:03:00,0.163722
2021-09-03 20:18:00,0.163882
2021-09-03 20:33:00,0.163818
2021-09-03 20:48:00,0.164109
2021-09-03 21:03:00,0.164269
2021-09-03 21:18:00,0.167844
2021-09-03 21:33:00,0.168006
2021-09-03 21:48:00,0.167918
2021-09-03 22:03:00,0.168005
2021-09-03 22:18:00,0.168098
2021-09-03 22:33:00,0.168127
2021-09-03 22:48:00,0.168373
2021-09-03 23:03:00,0.168456
2021-09-03 23:18:00,0.168455
2021-09-03 23:33:00,0.168727
2021-09-03 23:48:00,0.168703
2021-09-04 00:03:00,0.168071
2021-09-04 00:18:00,0.168669
2021-09-04 00:33:00,0.1692
2021-09-04 00:48:00,0.169003
2021-09-04 01:03:00,0.169069
2021-09-04 01:18:00,0.169216
2021-09-04 01:33:00,0.169417
2021-09-04 01:48:00,0.169333
2021-09-04 02:03:00,0.169346
2021-09-04 02:18:00,0.169373
2021-09-04 02:33:00,0.168807
2021-09-04 02:48:00,0.169179
2021-09-04 03:03:00,0.169438
2021-09-04 03:18:00,0.169473
2021-09-04 03:33:00,0.169644
2021-09-04 03:48:00,0.16951
2021-09-04 04:03:00,0.169503
2021-09-04 04:18:00,0.169609
2021-09-04 04:33:00,0.169718
2021-09-04 04:48:00,0.169347
2021-09-04 05:03:00,0.169892
2021-09-04 05:18:00,0.169921
2021-09-04 05:33:00,0.1696
2021-09-04 05:48:00,0.169117
2021-09-04 06:03:00,0.169657
2021-09-04 06:18:00,0.169643
2021-09-04 06:33:00,0.169784
2021-09-04 06:48:00,0.169098
2021-09-04 07:03:00,0.169513
2021-09-04 07:18:00,0.169421
2021-09-04 07:33:00,0.169555
2021-09-04 07:48:00,0.169451
2021-09-04 08:03:00,0.168766
2021-09-04 08:18:00,0.169134
2021-09-04 08:33:00,0.1691
2021-09-04 08:48:00,0.168693
2021-09-04 09:03:00,0.167319
2021-09-04 09:18:00,0.166504
2021-09-04 09:33:00,0.166899
2021-09-04 09:48:00,0.167022
2021-09-04 10:03:00,0.166507
2021-09-04 10:18:00,0.166127
2021-09-04 10:33:00,0.165705
2021-09-04 10:48:00,0.165115
2021-09-04 11:03:00,0.164873
2021-09-04 11:18:00,0.164503
2021-09-04 11:33:00,0.164213
2021-09-04 11:48:00,0.163737
2021-09-04 12:03:00,0.16297
2021-09-04 12:18:00,0.162241
2021-09-04 12:33:00,0.16206
2021-09-04 12:48:00,0.161837
2021-09-04 13:03:00,0.16135
2021-09-04 13:18:00,0.161277
2021-09-04 13:33:00,0.161598
2021-09-04 13:48:00,0.161363
2021-09-04 14:03:00,0.161444
2021-09-04 14:18:00,0.161405
2021-09-04 14:33:00,0.162181
2021-09-04 14:48:00,0.1621
2021-09-04 15:03:00,0.16226
2021-09-04 15:18:00,0.162673
2021-09-04 15:33:00,0.162294
2021-09-04 15:48:00,0.162801
2021-09-04 16:03:00,0.163204
2021-09-04 16:18:00,0.163534
2021-09-04 16:33:00,0.163925
2021-09-04 16:48:00,0.163824
2021-09-04 17:03:00,0.164221
2021-09-04 17:18:00,0.163645
2021-09-04 17:33:00,0.163909
2021-09-04 17:48:00,0.165298
2021-09-04 18:03:00,0.164349
2021-09-04 18:18:00,0.165995
2021-09-04 18:33:00,0.164833
2021-09-04 18:48:00,0.164893
2021-09-04 19:03:00,0.166401
2021-09-04 19:18:00,0.166247
2021-09-04 19:33:00,0.166426
2021-09-04 19:48:00,0.166686
2021-09-04 20:03:00,0.166546
2021-09-04 20:18:00,0.166896
2021-09-04 20:33:00,0.166813
2021-09-04 20:48:00,0.167298
2021-09-04 21:03:00,0.167316
2021-09-04 21:18:00,0.167247
2021-09-04 21:33:00,0.167426
2021-09-04 21:48:00,0.167468
2021-09-04 22:03:00,0.167446
2021-09-04 22:18:00,0.16773
2021-09-04 22:33:00,0.16775
2021-09-04 22:48:00,0.167696
2021-09-04 23:03:00,0.16786
2021-09-04 23:18:00,0.167432
2021-09-04 23:33:00,0.167881
2021-09-04 23:48:00,0.168034
2021-09-05 00:03:00,0.168124
2021-09-05 00:18:00,0.168133
2021-09-05 00:33:00,0.168198
2021-09-05 00:48:00,0.166606
2021-09-05 01:03:00,0.167559
2021-09-05 01:18:00,0.168754
2021-09-05 01:33:00,0.168465
2021-09-05 01:48:00,0.168144
2021-09-05 02:03:00,0.168852
2021-09-05 02:18:00,0.168961
2021-09-05 02:33:00,0.168965
2021-09-05 02:48:00,0.168964
2021-09-05 03:03:00,0.168854
2021-09-05 03:18:00,0.169052
2021-09-05 03:33:00,0.168885
2021-09-05 03:48:00,0.169306
2021-09-05 04:03:00,0.169194
2021-09-05 04:18:00,0.169307
2021-09-05 04:33:00,0.169821
2021-09-05 04:48:00,0.168653
2021-09-05 05:03:00,0.169657
2021-09-05 05:18:00,0.169425
2021-09-05 05:33:00,0.170335
2021-09-05 05:48:00,0.169258
2021-09-05 06:03:00,0.168968
2021-09-05 06:18:00,0.169768
2021-09-05 06:33:00,0.169145
2021-09-05 06:48:00,0.169055
2021-09-05 07:03:00,0.1691
2021-09-05 07:18:00,0.169042
2021-09-05 07:33:00,0.169605
2021-09-05 07:48:00,0.168795
2021-09-05 08:03:00,0.168771
2021-09-05 08:18:00,0.169216
2021-09-05 08:33:00,0.169029
2021-09-05 08:48:00,0.168675
2021-09-05 09:03:00,0.16809
2021-09-05 09:18:00,0.167836
2021-09-05 09:33:00,0.167032
2021-09-05 09:48:00,0.16659
2021-09-05 10:03:00,0.166513
2021-09-05 10:18:00,0.166069
2021-09-05 10:33:00,0.165514
2021-09-05 10:48:00,0.165131
2021-09-05 11:03:00,0.163904
2021-09-05 11:18:00,0.163759
2021-09-05 11:33:00,0.163061
2021-09-05 11:48:00,0.163412
2021-09-05 12:03:00,0.163501
2021-09-05 12:18:00,0.16331
2021-09-05 12:33:00,0.163083
2021-09-05 12:48:00,0.162547
2021-09-05 13:03:00,0.162271
2021-09-05 13:18:00,0.162397
2021-09-05 13:33:00,0.16223
2021-09-05 13:48:00,0.159962
2021-09-05 14:03:00,0.161132
2021-09-05 14:18:00,0.16154
2021-09-05 14:33:00,0.161865
2021-09-05 14:48:00,0.161824
2021-09-05 15:03:00,0.161863
2021-09-05 15:18:00,0.162066
2021-09-05 15:33:00,0.162108
2021-09-05 15:48:00,0.162392
2021-09-05 16:03:00,0.162508
2021-09-05 16:18:00,0.162683
2021-09-05 16:33:00,0.163124
2021-09-05 16:48:00,0.163027
2021-09-05 17:03:00,0.162684
2021-09-05 17:18:00,0.163652
2021-09-05 17:33:00,0.164072
2021-09-05 17:48:00,0.164269
2021-09-05 18:03:00,0.16453
2021-09-05 18:18:00,0.165107
2021-09-05 18:33:00,0.165269
2021-09-05 18:48:00,0.165391
2021-09-05 19:03:00,0.16537
2021-09-05 19:18:00,0.16598
2021-09-05 19:33:00,0.166141
2021-09-05 19:48:00,0.166177
2021-09-05 20:03:00,0.166242
2021-09-05 20:18:00,0.166424
2021-09-05 20:33:00,0.166697
2021-09-05 20:48:00,0.166971
2021-09-05 21:03:00,0.166967
2021-09-05 21:18:00,0.167212
2021-09-05 21:33:00,0.167437
2021-09-05 21:48:00,0.167594
2021-09-05 22:03:00,0.167771
2021-09-05 22:18:00,0.16837
2021-09-05 22:33:00,0.168422
2021-09-05 22:48:00,0.168882
2021-09-05 23:03:00,0.168894
2021-09-05 23:18:00,0.169
2021-09-05 23:33:00,0.169122
2021-09-05 23:48:00,0.169369
2021-09-06 00:03:00,0.16941
2021-09-06 00:18:00,0.169664
2021-09-06 00:33:00,0.169569
2021-09-06 00:48:00,0.16935
2021-09-06 01:03:00,0.169702
2021-09-06 01:18:00,0.169894
2021-09-06 01:33:00,0.169838
2021-09-06 01:48:00,0.170124
2021-09-06 02:03:00,0.170284
2021-09-06 02:18:00,0.170385
2021-09-06 02:33:00,0.170536
2021-09-06 02:48:00,0.170451
2021-09-06 03:03:00,0.170854
2021-09-06 03:18:00,0.170011
2021-09-06 03:33:00,0.171363
2021-09-06 03:48:00,0.171954
2021-09-06 04:03:00,0.171094
2021-09-06 04:18:00,0.170773
2021-09-06 04:33:00,0.171302
2021-09-06 04:48:00,0.171435
2021-09-06 05:03:00,0.17135
2021-09-06 05:18:00,0.171328
2021-09-06 05:33:00,0.171457
2021-09-06 05:48:00,0.171239
2021-09-06 06:03:00,0.171054
2021-09-06 06:18:00,0.171435
2021-09-06 06:33:00,0.170864
2021-09-06 06:48:00,0.169776
2021-09-06 07:03:00,0.171673
2021-09-06 07:18:00,0.171313
2021-09-06 07:33:00,0.169844
2021-09-06 07:48:00,0.171287
2021-09-06 08:03:00,0.171076
2021-09-06 08:18:00,0.170765
2021-09-06 08:33:00,0.166771
2021-09-06 08:48:00,0.16822
2021-09-06 09:03:00,0.167738
2021-09-06 09:18:00,0.166433
2021-09-06 09:33:00,0.166008
2021-09-06 09:48:00,0.165602
2021-09-06 10:03:00,0.163703
2021-09-06 10:18:00,0.164804
2021-09-06 10:33:00,0.164064
2021-09-06 10:48:00,0.163302
2021-09-06 11:03:00,0.162755
2021-09-06 11:18:00,0.16248
2021-09-06 11:33:00,0.162287
2021-09-06 11:48:00,0.16191
2021-09-06 12:03:00,0.161753
2021-09-06 12:18:00,0.160887
2021-09-06 12:33:00,0.161508
2021-09-06 12:48:00,0.161981
2021-09-06 13:03:00,0.161233
2021-09-06 13:18:00,0.160939
2021-09-06 13:33:00,0.160409
2021-09-06 13:48:00,0.155144
2021-09-06 14:03:00,0.15861
2021-09-06 14:18:00,0.159296
2021-09-06 14:33:00,0.160735
2021-09-06 14:48:00,0.160622
2021-09-06 15:03:00,0.160394
2021-09-06 15:18:00,0.159725
2021-09-06 15:33:00,0.160099
2021-09-06 15:48:00,0.160041
2021-09-06 16:03:00,0.161653
2021-09-06 16:18:00,0.161532
2021-09-06 16:33:00,0.162238
2021-09-06 16:48:00,0.162803
2021-09-06 17:03:00,0.163218
2021-09-06 17:18:00,0.16372
2021-09-06 17:33:00,0.164069
2021-09-06 17:48:00,0.164477
2021-09-06 18:03:00,0.163486
2021-09-06 18:18:00,0.165229
2021-09-06 18:33:00,0.165485
2021-09-06 18:48:00,0.165789
2021-09-06 19:03:00,0.166014
2021-09-06 19:18:00,0.165829
2021-09-06 19:33:00,0.166822
2021-09-06 19:48:00,0.166723
2021-09-06 20:03:00,0.166789
2021-09-06 20:18:00,0.167066
2021-09-06 20:33:00,0.167272
2021-09-06 20:48:00,0.16721
2021-09-06 21:03:00,0.167718
2021-09-06 21:18:00,0.168231
2021-09-06 21:33:00,0.167049
2021-09-06 21:48:00,0.168483
2021-09-06 22:03:00,0.167213
2021-09-06 22:18:00,0.168896
2021-09-06 22:33:00,0.169361
2021-09-06 22:48:00,0.169329
2021-09-06 23:03:00,0.169447
2021-09-06 23:18:00,0.169518
2021-09-06 23:33:00,0.169171
2021-09-06 23:48:00,0.169311
2021-09-07 00:03:00,0.167948
2021-09-07 00:18:00,0.168097
2021-09-07 00:33:00,0.168172
2021-09-07 00:48:00,0.169916
2021-09-07 01:03:00,0.169994
2021-09-07 01:18:00,0.170084
2021-09-07 01:33:00,0.168574
2021-09-07 01:48:00,0.170324
2021-09-07 02:03:00,0.170206
2021-09-07 02:18:00,0.170367
2021-09-07 02:33:00,0.168852
2021-09-07 02:48:00,0.168661
2021-09-07 03:03:00,0.169072
2021-09-07 03:18:00,0.170831
2021-09-07 03:33:00,0.170989
2021-09-07 03:48:00,0.170803
2021-09-07 04:03:00,0.170776
2021-09-07 04:18:00,0.170848
2021-09-07 04:33:00,0.171
2021-09-07 04:48:00,0.171137
2021-09-07 05:03:00,0.170945
2021-09-07 05:18:00,0.170432
2021-09-07 05:33:00,0.171125
2021-09-07 05:48:00,0.17125
2021-09-07 06:03:00,0.171237
2021-09-07 06:18:00,0.171177
2021-09-07 06:33:00,0.171127
2021-09-07 06:48:00,0.171
2021-09-07 07:03:00,0.17075
2021-09-07 07:18:00,0.170157
2021-09-07 07:33:00,0.169586
2021-09-07 07:48:00,0.170669
2021-09-07 08:03:00,0.170958
2021-09-07 08:18:00,0.17042
2021-09-07 08:33:00,0.169736
2021-09-07 08:48:00,0.168966
2021-09-07 09:03:00,0.168447
2021-09-07 09:18:00,0.168075
2021-09-07 09:33:00,0.167116
2021-09-07 09:48:00,0.166162
2021-09-07 10:03:00,0.165677
2021-09-07 10:18:00,0.165438
2021-09-07 10:33:00,0.163814
2021-09-07 10:48:00,0.164401
2021-09-07 11:03:00,0.163644
2021-09-07 11:18:00,0.163415
2021-09-07 11:33:00,0.16281
2021-09-07 11:48:00,0.162406
2021-09-07 12:03:00,0.161815
2021-09-07 12:18:00,0.161844
2021-09-07 12:33:00,0.161651
2021-09-07 12:48:00,0.161417
2021-09-07 13:03:00,0.160849
2021-09-07 13:18:00,0.16083
2021-09-07 13:33:00,0.160404
2021-09-07 13:48:00,0.160342
2021-09-07 14:03:00,0.160171
2021-09-07 14:18:00,0.160002
2021-09-07 14:33:00,0.160249
2021-09-07 14:48:00,0.160529
2021-09-07 15:03:00,0.160406
2021-09-07 15:18:00,0.160627
2021-09-07 15:33:00,0.155084
2021-09-07 15:48:00,0.17476
2021-09-07 16:03:00,0.176628
2021-09-07 16:18:00,0.177545
2021-09-07 16:33:00,0.178126
2021-09-07 16:48:00,0.178491
2021-09-07 17:03:00,0.179002
2021-09-07 17:18:00,0.179433
2021-09-07 17:33:00,0.179864
2021-09-07 17:48:00,0.180096
2021-09-07 18:03:00,0.180745
2021-09-07 18:18:00,0.181105
2021-09-07 18:33:00,0.181284
2021-09-07 18:48:00,0.181558
2021-09-07 19:03:00,0.181857
2021-09-07 19:18:00,0.181667
2021-09-07 19:33:00,0.181797
2021-09-07 19:48:00,0.182015
2021-09-07 20:03:00,0.182115
2021-09-07 20:18:00,0.182517
2021-09-07 20:33:00,0.182597
2021-09-07 20:48:00,0.182655
2021-09-07 21:03:00,0.182693
2021-09-07 21:18:00,0.182832
2021-09-07 21:33:00,0.182822
2021-09-07 21:48:00,0.181789
2021-09-07 22:03:00,0.183106
2021-09-07 22:18:00,0.181718
2021-09-07 22:33:00,0.18195
2021-09-07 22:48:00,0.184028
2021-09-07 23:03:00,0.184068
2021-09-07 23:18:00,0.184351
2021-09-07 23:33:00,0.184466
2021-09-07 23:48:00,0.184588
2021-09-08 00:03:00,0.184464
2021-09-08 00:18:00,0.184643
2021-09-08 00:33:00,0.18473
2021-09-08 00:48:00,0.184668
2021-09-08 01:03:00,0.185246
2021-09-08 01:18:00,0.184988
2021-09-08 01:33:00,0.18518
2021-09-08 01:48:00,0.185299
2021-09-08 02:03:00,0.185208
2021-09-08 02:18:00,0.185201
2021-09-08 02:33:00,0.185384
2021-09-08 02:48:00,0.185351
2021-09-08 03:03:00,0.185171
2021-09-08 03:18:00,0.185163
2021-09-08 03:33:00,0.185245
2021-09-08 03:48:00,0.185436
2021-09-08 04:03:00,0.185478
2021-09-08 04:18:00,0.183745
2021-09-08 04:33:00,0.183808
2021-09-08 04:48:00,0.18389
2021-09-08 05:03:00,0.183916
2021-09-08 05:18:00,0.185436
2021-09-08 05:33:00,0.185787
2021-09-08 05:48:00,0.186084
2021-09-08 06:03:00,0.186056
2021-09-08 06:18:00,0.185372
2021-09-08 06:33:00,0.18593
2021-09-08 06:48:00,0.185928
2021-09-08 07:03:00,0.18634
2021-09-08 07:18:00,0.193231
2021-09-08 07:33:00,0.191978
2021-09-08 07:48:00,0.191062
2021-09-08 08:03:00,0.190054
2021-09-08 08:18:00,0.189273
2021-09-08 08:33:00,0.189826
2021-09-08 08:48:00,0.188469
2021-09-08 09:03:00,0.185902
2021-09-08 09:18:00,0.185964
2021-09-08 09:33:00,0.185801
2021-09-08 09:48:00,0.156124
2021-09-08 10:03:00,0.155189
2021-09-08 10:18:00,0.154842
2021-09-08 10:33:00,0.154279
2021-09-08 10:48:00,0.153428
2021-09-08 11:03:00,0.152873
2021-09-08 11:18:00,0.152108
2021-09-08 11:33:00,0.152283
2021-09-08 11:48:00,0.151603
2021-09-08 12:03:00,0.149685
2021-09-08 12:18:00,0.150868
2021-09-08 12:33:00,0.14941
2021-09-08 12:48:00,0.147729
2021-09-08 13:03:00,0.149576
2021-09-08 13:18:00,0.149054
2021-09-08 13:33:00,0.148589
2021-09-08 13:48:00,0.148087
2021-09-08 14:03:00,0.148843
2021-09-08 14:18:00,0.148503
2021-09-08 14:33:00,0.148458
2021-09-08 14:48:00,0.148001
2021-09-08 15:03:00,0.147928
2021-09-08 15:18:00,0.148031
2021-09-08 15:33:00,0.148488
2021-09-08 15:48:00,0.148542
2021-09-08 16:03:00,0.14915
2021-09-08 16:18:00,0.149253
2021-09-08 16:33:00,0.149585
2021-09-08 16:48:00,0.149666
2021-09-08 17:03:00,0.149743
2021-09-08 17:18:00,0.150406
2021-09-08 17:33:00,0.149612
2021-09-08 17:48:00,0.151109
2021-09-08 18:03:00,0.149555
2021-09-08 18:18:00,0.151475
2021-09-08 18:33:00,0.151271
2021-09-08 18:48:00,0.150151
2021-09-08 19:03:00,0.152028
2021-09-08 19:18:00,0.150916
2021-09-08 19:33:00,0.150946
2021-09-08 19:48:00,0.150635
2021-09-08 20:03:00,0.150771
2021-09-08 20:18:00,0.152755
2021-09-08 20:33:00,0.15107
2021-09-08 20:48:00,0.151303
2021-09-08 21:03:00,0.151335
2021-09-08 21:18:00,0.151395
2021-09-08 21:33:00,0.151444
2021-09-08 21:48:00,0.15159
2021-09-08 22:03:00,0.151933
2021-09-08 22:18:00,0.152789
2021-09-08 22:33:00,0.152933
2021-09-08 22:48:00,0.153069
2021-09-08 23:03:00,0.153187
2021-09-08 23:18:00,0.153146
2021-09-08 23:33:00,0.152997
2021-09-08 23:48:00,0.153277
2021-09-09 00:03:00,0.153126
2021-09-09 00:18:00,0.152077
2021-09-09 00:33:00,0.152127
2021-09-09 00:48:00,0.152137
2021-09-09 01:03:00,0.15208
2021-09-09 01:18:00,0.152177
2021-09-09 01:33:00,0.152298
2021-09-09 01:48:00,0.15206
2021-09-09 02:03:00,0.151901
2021-09-09 02:18:00,0.152076
2021-09-09 02:33:00,0.152097
2021-09-09 02:48:00,0.153404
2021-09-09 03:03:00,0.153138
2021-09-09 03:18:00,0.153207
2021-09-09 03:33:00,0.152372
2021-09-09 03:48:00,0.15241
2021-09-09 04:03:00,0.152371
2021-09-09 04:18:00,0.15238
2021-09-09 04:33:00,0.152388
2021-09-09 04:48:00,0.152309
2021-09-09 05:03:00,0.152335
2021-09-09 05:18:00,0.152313
2021-09-09 05:33:00,0.152377
2021-09-09 05:48:00,0.152243
2021-09-09 06:03:00,0.152184
2021-09-09 06:18:00,0.152
2021-09-09 06:33:00,0.152133
2021-09-09 06:48:00,0.15196
2021-09-09 07:03:00,0.151859
2021-09-09 07:18:00,0.151801
2021-09-09 07:33:00,0.151511
2021-09-09 07:48:00,0.152289
2021-09-09 08:03:00,0.152119
2021-09-09 08:18:00,0.15176
2021-09-09 08:33:00,0.150864
2021-09-09 08:48:00,0.150346
2021-09-09 09:03:00,0.150303
2021-09-09 09:18:00,0.150568
2021-09-09 09:33:00,0.149944
2021-09-09 09:48:00,0.149275
2021-09-09 10:03:00,0.148865
2021-09-09 10:18:00,0.148339
2021-09-09 10:33:00,0.147879
2021-09-09 10:48:00,0.14754
2021-09-09 11:03:00,0.146828
2021-09-09 11:18:00,0.146091
2021-09-09 11:33:00,0.145536
2021-09-09 11:48:00,0.144636
2021-09-09 12:03:00,0.144177
2021-09-09 12:18:00,0.14381
2021-09-09 12:33:00,0.143717
2021-09-09 12:48:00,0.143378
2021-09-09 13:03:00,0.143111
2021-09-09 13:18:00,0.143065
2021-09-09 13:33:00,0.142854
2021-09-09 13:48:00,0.142673
2021-09-09 14:03:00,0.143079
2021-09-09 14:18:00,0.143285
2021-09-09 14:33:00,0.143372
2021-09-09 14:48:00,0.143373
2021-09-09 15:03:00,0.143152
2021-09-09 15:18:00,0.143243
2021-09-09 15:33:00,0.143439
2021-09-09 15:48:00,0.143667
2021-09-09 16:03:00,0.143726
2021-09-09 16:18:00,0.144172
2021-09-09 16:33:00,0.14437
2021-09-09 16:48:00,0.144668
2021-09-09 17:03:00,0.145026
2021-09-09 17:18:00,0.145362
2021-09-09 17:33:00,0.145624
2021-09-09 17:48:00,0.146076
2021-09-09 18:03:00,0.146421
2021-09-09 18:18:00,0.146878
2021-09-09 18:33:00,0.147075
2021-09-09 18:48:00,0.147453
2021-09-09 19:03:00,0.147669
2021-09-09 19:18:00,0.147921
2021-09-09 19:33:00,0.147882
2021-09-09 19:48:00,0.148157
2021-09-09 20:03:00,0.147997
2021-09-09 20:18:00,0.147944
2021-09-09 20:33:00,0.14824
2021-09-09 20:48:00,0.148424
2021-09-09 21:03:00,0.148429
2021-09-09 21:18:00,0.148922
2021-09-09 21:33:00,0.148915
2021-09-09 21:48:00,0.148997
2021-09-09 22:03:00,0.149186
2021-09-09 22:18:00,0.149381
2021-09-09 22:33:00,0.149522
2021-09-09 22:48:00,0.149625
2021-09-09 23:03:00,0.149632
2021-09-09 23:18:00,0.148354
2021-09-09 23:33:00,0.150127
2021-09-09 23:48:00,0.149672
2021-09-10 00:03:00,0.149857
2021-09-10 00:18:00,0.149898
2021-09-10 00:33:00,0.149919
2021-09-10 00:48:00,0.149669
2021-09-10 01:03:00,0.150005
2021-09-10 01:18:00,0.14987
2021-09-10 01:33:00,0.149908
2021-09-10 01:48:00,0.150007
2021-09-10 02:03:00,0.150023
2021-09-10 02:18:00,0.149998
2021-09-10 02:33:00,0.149608
2021-09-10 02:48:00,0.149762
2021-09-10 03:03:00,0.149757
2021-09-10 03:18:00,0.149821
2021-09-10 03:33:00,0.150913
2021-09-10 03:48:00,0.150172
2021-09-10 04:03:00,0.150481
2021-09-10 04:18:00,0.149893
2021-09-10 04:33:00,0.156785
2021-09-10 04:48:00,0.155037
2021-09-10 05:03:00,0.154122
2021-09-10 05:18:00,0.153695
2021-09-10 05:33:00,0.153127
2021-09-10 05:48:00,0.152854
2021-09-10 06:03:00,0.152434
2021-09-10 06:18:00,0.152286
2021-09-10 06:33:00,0.152114
2021-09-10 06:48:00,0.151998
2021-09-10 07:03:00,0.151915
2021-09-10 07:18:00,0.15148
2021-09-10 07:33:00,0.151227
2021-09-10 07:48:00,0.151155
2021-09-10 08:03:00,0.15085
2021-09-10 08:31:00,0.15484
2021-09-10 08:46:00,0.153533
2021-09-10 09:01:00,0.152685
2021-09-10 09:16:00,0.15189
2021-09-10 09:31:00,0.151032
2021-09-10 09:46:00,0.150436
2021-09-10 10:07:00,0.150096
2021-09-10 10:22:00,0.146754
2021-09-10 10:37:00,0.147542
2021-09-10 10:52:00,0.147479
2021-09-10 11:07:00,0.14748
2021-09-10 11:22:00,0.147362
2021-09-10 11:37:00,0.147435
2021-09-10 11:52:00,0.146998
